Fasta headers,Reporter intensity corrected 0,Reporter intensity corrected 1,Reporter intensity corrected 2,Reporter intensity corrected 3,Reporter intensity corrected 4,Reporter intensity corrected 5
tr|A0A1B0GRU0|A0A1B0GRU0_MOUSE Vesicular glutamate transporter 1 OS=Mus musculus OX=10090 GN=Slc17a7 PE=1 SV=1;sp|Q3TXX4|VGLU1_MOUSE Vesicular glutamate transporter 1 OS=Mus musculus OX=10090 GN=Slc17a7 PE=1 SV=2;tr|Q7TQH3|Q7TQH3_MOUSE Solute carrier famil,21837000,21150000,20418000,19319000,11673000,25730000
"tr|A0A1B0GRV0|A0A1B0GRV0_MOUSE 3(2),5-bisphosphate nucleotidase 1 OS=Mus musculus OX=10090 GN=Bpnt1 PE=1 SV=1;tr|Q3UBN8|Q3UBN8_MOUSE Uncharacterized protein OS=Mus musculus OX=10090 GN=Bpnt1 PE=2 SV=1;tr|Q3U449|Q3U449_MOUSE Bisphosphate 3-nucleotidase ",1379900,1668100,1673600,952950,901800,1635400
tr|A0A1B0GS58|A0A1B0GS58_MOUSE Glutaredoxin-3 OS=Mus musculus OX=10090 GN=Glrx3 PE=1 SV=1;sp|Q9CQM9|GLRX3_MOUSE Glutaredoxin-3 OS=Mus musculus OX=10090 GN=Glrx3 PE=1 SV=1;tr|A0A1B0GSD3|A0A1B0GSD3_MOUSE Glutaredoxin-3 OS=Mus musculus OX=10090 GN=Glrx3 PE=1 ,929110,839270,1008500,633250,574440,1155100
"tr|A0A1B0GSM3|A0A1B0GSM3_MOUSE ADP-ribosylation factor interacting protein 2, isoform CRA_d OS=Mus musculus OX=10090 GN=Arfip2 PE=1 SV=1;tr|A0A1B0GS63|A0A1B0GS63_MOUSE ADP-ribosylation factor interacting protein 2, isoform CRA_c OS=Mus musculus OX=10090 GN",1576200,1919300,1885600,1217400,802870,1934500
tr|Q3TJI3|Q3TJI3_MOUSE Uncharacterized protein OS=Mus musculus OX=10090 GN=Cyld PE=2 SV=1;tr|A0A1B0GSE5|A0A1B0GSE5_MOUSE Ubiquitin carboxyl-terminal hydrolase CYLD OS=Mus musculus OX=10090 GN=Cyld PE=1 SV=1;tr|Z4YJJ5|Z4YJJ5_MOUSE Ubiquitin carboxyl-termina,1626400,1740900,1498700,979470,1119200,1150600
tr|Q564E2|Q564E2_MOUSE L-lactate dehydrogenase OS=Mus musculus OX=10090 GN=Ldha PE=1 SV=1;tr|Q3TI99|Q3TI99_MOUSE L-lactate dehydrogenase OS=Mus musculus OX=10090 GN=Ldha PE=2 SV=1;tr|Q3TCI7|Q3TCI7_MOUSE L-lactate dehydrogenase OS=Mus musculus OX=10090 GN=L,27760000,25684000,17934000,25966000,25562000,18040000
tr|Q8VCK2|Q8VCK2_MOUSE Ctsd protein (Fragment) OS=Mus musculus OX=10090 GN=Ctsd PE=2 SV=1;tr|A0A1B0GT66|A0A1B0GT66_MOUSE Uncharacterized protein (Fragment) OS=Mus musculus OX=10090 GN=Gm49369 PE=1 SV=1;tr|F6Y6L6|F6Y6L6_MOUSE Uncharacterized protein (Fragme,69454,28028,59472,49956,30385,70286
tr|B1AUA8|B1AUA8_MOUSE Histone deacetylase 6 (Fragment) OS=Mus musculus OX=10090 GN=Hdac6 PE=1 SV=1;tr|A0A1B0GX25|A0A1B0GX25_MOUSE Histone deacetylase 6 (Fragment) OS=Mus musculus OX=10090 GN=Hdac6 PE=1 SV=1;tr|Q3UG37|Q3UG37_MOUSE Uncharacterized protein (,190930,182150,152380,152960,107830,175840
tr|G3UYQ2|G3UYQ2_MOUSE Large proline-rich protein BAG6 OS=Mus musculus OX=10090 GN=Bag6 PE=1 SV=1;tr|A0A1B0GX81|A0A1B0GX81_MOUSE Large proline-rich protein BAG6 (Fragment) OS=Mus musculus OX=10090 GN=Bag6 PE=1 SV=1;tr|Q3TDL4|Q3TDL4_MOUSE Uncharacterized pr,1167900,1072700,1137200,981010,629730,1057400
tr|A0A1C7ZMY3|A0A1C7ZMY3_MOUSE SH3 and multiple ankyrin repeat domains protein 2 OS=Mus musculus OX=10090 GN=Shank2 PE=1 SV=1;tr|D3Z5K8|D3Z5K8_MOUSE SH3 and multiple ankyrin repeat domains protein 2 OS=Mus musculus OX=10090 GN=Shank2 PE=1 SV=1;sp|Q80Z38|SH,166260,252490,120120,210490,90384,250110
"tr|G3X9V7|G3X9V7_MOUSE MCG19133, isoform CRA_b OS=Mus musculus OX=10090 GN=A830010M20Rik PE=1 SV=1;tr|E9QLA8|E9QLA8_MOUSE RIKEN cDNA A830010M20 gene OS=Mus musculus OX=10090 GN=A830010M20Rik PE=1 SV=1;tr|A0A1D5RL96|A0A1D5RL96_MOUSE RIKEN cDNA A830010M20 ge",1099000,1088300,1264500,807830,558810,1635900
tr|A0A1D5RLF1|A0A1D5RLF1_MOUSE Receptor expression-enhancing protein OS=Mus musculus OX=10090 GN=Reep1 PE=1 SV=1;sp|Q8BGH4|REEP1_MOUSE Receptor expression-enhancing protein 1 OS=Mus musculus OX=10090 GN=Reep1 PE=1 SV=1,945690,992140,983190,783050,521500,1067000
tr|A0A1D5RLF2|A0A1D5RLF2_MOUSE Protein FAM192A (Fragment) OS=Mus musculus OX=10090 GN=Fam192a PE=1 SV=1;tr|A0A1D5RLI3|A0A1D5RLI3_MOUSE Protein FAM192A (Fragment) OS=Mus musculus OX=10090 GN=Fam192a PE=1 SV=1;tr|A0A1D5RLY1|A0A1D5RLY1_MOUSE Protein FAM192A (,17744,4800,0,0,0,0
tr|A0A1D5RLG3|A0A1D5RLG3_MOUSE Rab3 GTPase-activating protein catalytic subunit OS=Mus musculus OX=10090 GN=Rab3gap1 PE=1 SV=1;sp|Q80UJ7|RB3GP_MOUSE Rab3 GTPase-activating protein catalytic subunit OS=Mus musculus OX=10090 GN=Rab3gap1 PE=1 SV=4;tr|Q3UYK8|Q,2805800,3174200,2755800,2422000,1720400,3096700
tr|E9PUC5|E9PUC5_MOUSE PH and SEC7 domain-containing protein 3 OS=Mus musculus OX=10090 GN=Psd3 PE=1 SV=1;tr|Q8C0E9|Q8C0E9_MOUSE PH and SEC7 domain-containing protein 3 OS=Mus musculus OX=10090 GN=Psd3 PE=1 SV=1;tr|F6Z9E6|F6Z9E6_MOUSE PH and SEC7 domain-co,573520,807720,436630,529040,355100,721140
tr|A0A1D5RLL3|A0A1D5RLL3_MOUSE Protein EFR3 homolog A OS=Mus musculus OX=10090 GN=Efr3a PE=1 SV=1;sp|Q8BG67|EFR3A_MOUSE Protein EFR3 homolog A OS=Mus musculus OX=10090 GN=Efr3a PE=1 SV=1,479170,184540,427090,271860,189030,401000
tr|F7CGG2|F7CGG2_MOUSE Transformation/transcription domain-associated protein (Fragment) OS=Mus musculus OX=10090 GN=Trrap PE=1 SV=1;tr|E9PZA7|E9PZA7_MOUSE Transformation/transcription domain-associated protein OS=Mus musculus OX=10090 GN=Trrap PE=1 SV=1;t,157960,108630,329320,137720,86224,364290
tr|A0A1D5RLN5|A0A1D5RLN5_MOUSE Protein VAC14 homolog OS=Mus musculus OX=10090 GN=Vac14 PE=1 SV=1;tr|A0A1D5RLY2|A0A1D5RLY2_MOUSE Protein VAC14 homolog OS=Mus musculus OX=10090 GN=Vac14 PE=1 SV=1;tr|Q8C907|Q8C907_MOUSE Uncharacterized protein OS=Mus musculus,235830,207290,252760,197000,157170,224740
tr|A0A1D5RLN6|A0A1D5RLN6_MOUSE RIKEN cDNA 2900026A02 gene OS=Mus musculus OX=10090 GN=2900026A02Rik PE=1 SV=1,423340,536730,430080,382470,278190,564770
;tr|Q3U340|Q3U340_MOUSE Uncharacterized protein OS=Mus musculus OX=10090 GN=Mt1 PE=2 SV=1;tr|A0A1D5RLN7|A0A1D5RLN7_MOUSE Metallothionein-1 OS=Mus musculus OX=10090 GN=Mt1 PE=1 SV=1;sp|P02802|MT1_MOUSE Metallothionein-1 OS=Mus musculus OX=10090 GN=Mt1 PE=1 ,245480,215790,189860,224520,284910,102850
tr|A0A1D5RLS1|A0A1D5RLS1_MOUSE Epidermal growth factor receptor substrate 15-like 1 OS=Mus musculus OX=10090 GN=Eps15l1 PE=1 SV=1;sp|Q60902|EP15R_MOUSE Epidermal growth factor receptor substrate 15-like 1 OS=Mus musculus OX=10090 GN=Eps15l1 PE=1 SV=3,1436100,1693900,1255800,1148500,902300,1526500
tr|A0A1L1SQ42|A0A1L1SQ42_MOUSE GRAM domain-containing protein 1B OS=Mus musculus OX=10090 GN=Gramd1b PE=1 SV=1;tr|D3YWR0|D3YWR0_MOUSE GRAM domain-containing protein 1B OS=Mus musculus OX=10090 GN=Gramd1b PE=1 SV=2;tr|A0A1D5RLT6|A0A1D5RLT6_MOUSE GRAM domain,76862,72640,54010,61889,40761,62055
tr|A0A1D5RLV7|A0A1D5RLV7_MOUSE WD repeat and FYVE domain-containing protein 3 OS=Mus musculus OX=10090 GN=Wdfy3 PE=1 SV=1;tr|G3UYW1|G3UYW1_MOUSE WD repeat and FYVE domain-containing protein 3 OS=Mus musculus OX=10090 GN=Wdfy3 PE=1 SV=1;sp|Q6VNB8|WDFY3_MOUS,160940,157660,190580,140230,100480,180570
tr|A0A1D5RME4|A0A1D5RME4_MOUSE 60S ribosomal protein L18a (Fragment) OS=Mus musculus OX=10090 GN=Rpl18a PE=1 SV=1;tr|A0A1D5RLW5|A0A1D5RLW5_MOUSE 60S ribosomal protein L18a OS=Mus musculus OX=10090 GN=Rpl18a PE=1 SV=1;tr|Q05CK2|Q05CK2_MOUSE 60S ribosomal pr,883230,756390,905480,581990,561050,1057400
tr|A0A1D5RLY6|A0A1D5RLY6_MOUSE Microtubule-associated protein 1S OS=Mus musculus OX=10090 GN=Map1s PE=1 SV=1;tr|B2RWW1|B2RWW1_MOUSE Microtubule-associated protein 1S OS=Mus musculus OX=10090 GN=Map1s PE=2 SV=1;sp|Q8C052|MAP1S_MOUSE Microtubule-associated p,361540,391730,355830,234250,176780,349840
tr|A0A1D5RLZ6|A0A1D5RLZ6_MOUSE Mitochondrial import receptor subunit TOM20 homolog OS=Mus musculus OX=10090 GN=Tomm20 PE=1 SV=1;tr|Q4KL41|Q4KL41_MOUSE MCG10089 OS=Mus musculus OX=10090 GN=Tomm20 PE=1 SV=1;sp|Q9DCC8|TOM20_MOUSE Mitochondrial import receptor,1487800,2031800,1575100,1312800,1149300,1584700
tr|A0A1D5RM34|A0A1D5RM34_MOUSE [F-actin]-monooxygenase MICAL3 (Fragment) OS=Mus musculus OX=10090 GN=Mical3 PE=1 SV=1;sp|Q8CJ19|MICA3_MOUSE [F-actin]-monooxygenase MICAL3 OS=Mus musculus OX=10090 GN=Mical3 PE=1 SV=2,153870,135960,120710,127550,139170,150630
tr|A0A1D5RM83|A0A1D5RM83_MOUSE IQ motif and SEC7 domain-containing protein 1 OS=Mus musculus OX=10090 GN=Iqsec1 PE=1 SV=1;tr|E9PUA3|E9PUA3_MOUSE IQ motif and SEC7 domain-containing protein 1 OS=Mus musculus OX=10090 GN=Iqsec1 PE=1 SV=1;sp|Q8R0S2|IQEC1_MOUS,5459700,5871100,4798900,4227500,2617000,6016300
tr|A0A1D5RMC1|A0A1D5RMC1_MOUSE Cytoplasmic dynein 1 light intermediate chain 2 (Fragment) OS=Mus musculus OX=10090 GN=Dync1li2 PE=1 SV=1;sp|Q6PDL0|DC1L2_MOUSE Cytoplasmic dynein 1 light intermediate chain 2 OS=Mus musculus OX=10090 GN=Dync1li2 PE=1 SV=2;tr,626040,893260,705810,609470,348740,709340
tr|A0A1D5RMD2|A0A1D5RMD2_MOUSE Plasmolipin (Fragment) OS=Mus musculus OX=10090 GN=Pllp PE=1 SV=1;sp|Q9DCU2|PLLP_MOUSE Plasmolipin OS=Mus musculus OX=10090 GN=Pllp PE=1 SV=1,992880,755510,1505900,563890,447560,1476800
tr|A0A1D5RMD8|A0A1D5RMD8_MOUSE CCR4-NOT transcription complex subunit 1 OS=Mus musculus OX=10090 GN=Cnot1 PE=1 SV=1;tr|B7ZWL1|B7ZWL1_MOUSE CCR4-NOT transcription complex subunit 1 OS=Mus musculus OX=10090 GN=Cnot1 PE=1 SV=1;tr|B2RXR3|B2RXR3_MOUSE Cnot1 pro,339060,442910,312270,282320,182350,426310
tr|A0A1D5RMH2|A0A1D5RMH2_MOUSE Potassium channel subfamily K member OS=Mus musculus OX=10090 GN=Kcnk1 PE=1 SV=1;sp|O08581|KCNK1_MOUSE Potassium channel subfamily K member 1 OS=Mus musculus OX=10090 GN=Kcnk1 PE=1 SV=2,359100,446760,431280,369320,218800,451080
tr|A0A1I7Q4A1|A0A1I7Q4A1_MOUSE CDKN2A-interacting protein OS=Mus musculus OX=10090 GN=Cdkn2aip PE=1 SV=1;sp|Q8BI72|CARF_MOUSE CDKN2A-interacting protein OS=Mus musculus OX=10090 GN=Cdkn2aip PE=1 SV=1,0,8694,0,0,0,0
tr|E9PUM4|E9PUM4_MOUSE Talin-2 OS=Mus musculus OX=10090 GN=Tln2 PE=1 SV=1;tr|B2RY15|B2RY15_MOUSE Tln2 protein OS=Mus musculus OX=10090 GN=Tln2 PE=2 SV=1;tr|A0A1L1SQ51|A0A1L1SQ51_MOUSE Talin-2 OS=Mus musculus OX=10090 GN=Tln2 PE=1 SV=1;sp|Q71LX4|TLN2_MOUSE ,9864500,11027000,10397000,7147000,5613000,10354000
tr|A0A1L1SQ76|A0A1L1SQ76_MOUSE Platelet-activating factor acetylhydrolase IB subunit beta (Fragment) OS=Mus musculus OX=10090 GN=Pafah1b2 PE=1 SV=1;tr|A0A1L1SRD0|A0A1L1SRD0_MOUSE Platelet-activating factor acetylhydrolase IB subunit beta (Fragment) OS=Mus ,2178700,1317700,2021700,1392200,1370500,2277300
"tr|A0A1L1SQA8|A0A1L1SQA8_MOUSE 40S ribosomal protein S25 OS=Mus musculus OX=10090 GN=Rps25 PE=1 SV=1;tr|Q58EA6|Q58EA6_MOUSE MCG10725, isoform CRA_a OS=Mus musculus OX=10090 GN=Rps25 PE=1 SV=1;sp|P62852|RS25_MOUSE 40S ribosomal protein S25 OS=Mus musculus O",9474900,13824000,9861000,8792400,5066800,11822000
tr|A0A1L1SQE2|A0A1L1SQE2_MOUSE Jouberin OS=Mus musculus OX=10090 GN=Ahi1 PE=1 SV=1;tr|E9QP54|E9QP54_MOUSE Jouberin OS=Mus musculus OX=10090 GN=Ahi1 PE=1 SV=1;sp|Q8K3E5|AHI1_MOUSE Jouberin OS=Mus musculus OX=10090 GN=Ahi1 PE=1 SV=2,1672000,1404700,1811800,949270,1227300,764590
tr|Q3UWQ0|Q3UWQ0_MOUSE Uncharacterized protein (Fragment) OS=Mus musculus OX=10090 GN=Pias1 PE=2 SV=1;tr|A0A1L1SQX9|A0A1L1SQX9_MOUSE E3 SUMO-protein ligase PIAS1 (Fragment) OS=Mus musculus OX=10090 GN=Pias1 PE=4 SV=1,0,4748,4441.5,2994.9,0,2344.9
tr|A0A1L1SQZ2|A0A1L1SQZ2_MOUSE Voltage-dependent P/Q-type calcium channel subunit alpha (Fragment) OS=Mus musculus OX=10090 GN=Cacna1a PE=1 SV=1;tr|Q8R5M6|Q8R5M6_MOUSE Voltage-dependent P/Q-type calcium channel subunit alpha OS=Mus musculus OX=10090 GN=Cac,36518,31879,24462,28362,13634,52327
"tr|Q3V2G6|Q3V2G6_MOUSE Tumor protein D52-like 1, isoform CRA_a OS=Mus musculus OX=10090 GN=Tpd52l1 PE=1 SV=1;tr|A0A1L1SR11|A0A1L1SR11_MOUSE Tumor protein D53 OS=Mus musculus OX=10090 GN=Tpd52l1 PE=1 SV=1;tr|A0A1L1ST53|A0A1L1ST53_MOUSE Tumor protein D53 OS=",98025,71489,68378,65036,18153,83659
tr|A0A1L1SRT4|A0A1L1SRT4_MOUSE Ubiquitin-like protein 7 (Fragment) OS=Mus musculus OX=10090 GN=Ubl7 PE=1 SV=1;tr|A0A1L1SRB5|A0A1L1SRB5_MOUSE Ubiquitin-like protein 7 OS=Mus musculus OX=10090 GN=Ubl7 PE=1 SV=1;tr|A0A1L1SRW2|A0A1L1SRW2_MOUSE Ubiquitin-like p,56776,37496,67758,45102,23351,54151
tr|Q3TDD1|Q3TDD1_MOUSE Uncharacterized protein OS=Mus musculus OX=10090 GN=Ldlr PE=2 SV=1;tr|A0A1L1SRE8|A0A1L1SRE8_MOUSE Low-density lipoprotein receptor OS=Mus musculus OX=10090 GN=Ldlr PE=1 SV=1;tr|Q91ZJ1|Q91ZJ1_MOUSE Low density lipoprotein receptor OS=,0,0,0,0,0,0
tr|A0A1L1SS44|A0A1L1SS44_MOUSE Amyloid-like protein 2 (Fragment) OS=Mus musculus OX=10090 GN=Aplp2 PE=1 SV=1;tr|Q3TPZ7|Q3TPZ7_MOUSE Uncharacterized protein (Fragment) OS=Mus musculus OX=10090 GN=Aplp2 PE=2 SV=1;tr|Q60709|Q60709_MOUSE Amyloid-like protein 2,752880,983080,912530,615820,390270,850920
"tr|A0A1L1SS58|A0A1L1SS58_MOUSE Oligoribonuclease, mitochondrial (Fragment) OS=Mus musculus OX=10090 GN=Rexo2 PE=1 SV=1;tr|Q78KL9|Q78KL9_MOUSE Rexo2 protein OS=Mus musculus OX=10090 GN=Rexo2 PE=2 SV=1;tr|Q3TAV0|Q3TAV0_MOUSE Uncharacterized protein (Fragment",245870,257350,256980,210900,178720,262310
tr|A0A1L1SS61|A0A1L1SS61_MOUSE Glutathione S-transferase A4 (Fragment) OS=Mus musculus OX=10090 GN=Gsta4 PE=1 SV=1;sp|P24472|GSTA4_MOUSE Glutathione S-transferase A4 OS=Mus musculus OX=10090 GN=Gsta4 PE=1 SV=3,648510,738690,764250,493380,310390,692430
tr|A0A1L1SSA3|A0A1L1SSA3_MOUSE Eukaryotic translation initiation factor 1b (Fragment) OS=Mus musculus OX=10090 GN=Eif1b PE=1 SV=1;tr|Q4V9T8|Q4V9T8_MOUSE Eukaryotic translation initiation factor 1 OS=Mus musculus OX=10090 GN=Eif1 PE=1 SV=1;tr|Q3UBT8|Q3UBT8_,1895400,1504500,1816300,1529900,890520,1887100
"tr|A0A1L1SSW1|A0A1L1SSW1_MOUSE Probable leucine--tRNA ligase, mitochondrial OS=Mus musculus OX=10090 GN=Lars2 PE=1 SV=1;tr|Q3V377|Q3V377_MOUSE Uncharacterized protein (Fragment) OS=Mus musculus OX=10090 GN=Lars2 PE=2 SV=1;tr|Q14DS6|Q14DS6_MOUSE Leucyl-tRNA",355540,478190,369800,295540,255030,383200
tr|A0A1L1SSY1|A0A1L1SSY1_MOUSE Copine-4 (Fragment) OS=Mus musculus OX=10090 GN=Cpne4 PE=1 SV=1;tr|Q9D6C8|Q9D6C8_MOUSE Copine-4 OS=Mus musculus OX=10090 GN=Cpne4 PE=1 SV=1;sp|Q8BLR2|CPNE4_MOUSE Copine-4 OS=Mus musculus OX=10090 GN=Cpne4 PE=1 SV=1,1234000,1324000,1091600,820700,651130,950880
tr|F8VQ39|F8VQ39_MOUSE Ankyrin repeat and death domain-containing 1A OS=Mus musculus OX=10090 GN=Ankdd1a PE=4 SV=1;tr|A0A1L1ST07|A0A1L1ST07_MOUSE Ankyrin repeat and death domain-containing 1A (Fragment) OS=Mus musculus OX=10090 GN=Ankdd1a PE=4 SV=1;sp|Q14D,2942400,3115700,3096000,2960100,2536900,3152500
tr|A0A1L1STC0|A0A1L1STC0_MOUSE Hsp90 co-chaperone Cdc37 (Fragment) OS=Mus musculus OX=10090 GN=Cdc37 PE=1 SV=1;sp|Q61081|CDC37_MOUSE Hsp90 co-chaperone Cdc37 OS=Mus musculus OX=10090 GN=Cdc37 PE=1 SV=1,170140,199680,163320,131150,96697,166950
tr|Q6PI72|Q6PI72_MOUSE Syne1 protein (Fragment) OS=Mus musculus OX=10090 GN=Syne1 PE=2 SV=1;tr|Q7TQH5|Q7TQH5_MOUSE Synaptic nuclear envelope 1 OS=Mus musculus OX=10090 GN=Syne1 PE=2 SV=1;tr|Q0VGB8|Q0VGB8_MOUSE Synaptic nuclear envelope 1 OS=Mus musculus OX,77825,98654,70638,75512,56160,97002
tr|Q3UD30|Q3UD30_MOUSE Uncharacterized protein (Fragment) OS=Mus musculus OX=10090 GN=Ilf3 PE=2 SV=1;tr|Q45VK5|Q45VK5_MOUSE Interleukin enhancer-binding factor 3 OS=Mus musculus OX=10090 GN=Ilf3 PE=1 SV=1;tr|Q45VK6|Q45VK6_MOUSE Nuclear factor 90 OS=Mus mus,287270,314220,324130,168380,158550,271820
"tr|A0A1L1STE6|A0A1L1STE6_MOUSE Isocitrate dehydrogenase [NAD] subunit, mitochondrial OS=Mus musculus OX=10090 GN=Idh3a PE=1 SV=1;sp|Q9D6R2|IDH3A_MOUSE Isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial OS=Mus musculus OX=10090 GN=Idh3a PE=1 SV=1",49263000,49521000,42660000,38867000,38608000,45463000
tr|A0A1L1STF0|A0A1L1STF0_MOUSE Ubiquitin carboxyl-terminal hydrolase MINDY-2 OS=Mus musculus OX=10090 GN=Mindy2 PE=1 SV=1;sp|Q6PDI6|MINY2_MOUSE Ubiquitin carboxyl-terminal hydrolase MINDY-2 OS=Mus musculus OX=10090 GN=Mindy2 PE=1 SV=1,313020,299950,348300,160090,151680,431130
tr|A0A1L1SU22|A0A1L1SU22_MOUSE Cysteine and histidine-rich domain-containing protein 1 (Fragment) OS=Mus musculus OX=10090 GN=Chordc1 PE=1 SV=1;sp|Q9D1P4|CHRD1_MOUSE Cysteine and histidine-rich domain-containing protein 1 OS=Mus musculus OX=10090 GN=Chordc,228550,228630,141100,154580,166520,186770
tr|A0A1L1SU53|A0A1L1SU53_MOUSE Twinfilin-2 (Fragment) OS=Mus musculus OX=10090 GN=Twf2 PE=1 SV=1;sp|Q9Z0P5|TWF2_MOUSE Twinfilin-2 OS=Mus musculus OX=10090 GN=Twf2 PE=1 SV=1;tr|A0A1L1STC8|A0A1L1STC8_MOUSE Twinfilin-2 (Fragment) OS=Mus musculus OX=10090 GN=T,2420400,2149800,2482200,2002100,1397600,3371000
tr|A0A1L1SUF6|A0A1L1SUF6_MOUSE 60S ribosomal protein L14 (Fragment) OS=Mus musculus OX=10090 GN=Rpl14 PE=1 SV=1;tr|Q569Z0|Q569Z0_MOUSE Ribosomal protein L14 OS=Mus musculus OX=10090 GN=Rpl14-ps1 PE=2 SV=1;tr|Q9CWK0|Q9CWK0_MOUSE Uncharacterized protein OS=M,206830,165610,137210,166220,92952,198770
tr|A0A1L1SUR7|A0A1L1SUR7_MOUSE Phosphatidylinositol-binding clathrin assembly protein (Fragment) OS=Mus musculus OX=10090 GN=Picalm PE=1 SV=1,113860,75095,97991,78990,48596,74624
tr|A0A1L1SUX8|A0A1L1SUX8_MOUSE Thy-1 membrane glycoprotein (Fragment) OS=Mus musculus OX=10090 GN=Thy1 PE=1 SV=1;tr|Q53YX2|Q53YX2_MOUSE CD90.1 OS=Mus musculus OX=10090 GN=Thy1 PE=2 SV=1;sp|P01831|THY1_MOUSE Thy-1 membrane glycoprotein OS=Mus musculus OX=10,47252000,40506000,42951000,30078000,15563000,33504000
tr|Q1A602|Q1A602_MOUSE Non-muscle alpha-actinin 4 OS=Mus musculus OX=10090 GN=Actn4 PE=2 SV=1;tr|Q3ULT2|Q3ULT2_MOUSE Actinin alpha 4 OS=Mus musculus OX=10090 GN=Actn4 PE=1 SV=1;tr|A0A1L1SV25|A0A1L1SV25_MOUSE Alpha-actinin-4 OS=Mus musculus OX=10090 GN=Actn,4496900,5729600,3538800,4076600,3097800,6529400
tr|A0A1L1SV73|A0A1L1SV73_MOUSE Ubiquitin carboxyl-terminal hydrolase 47 OS=Mus musculus OX=10090 GN=Usp47 PE=1 SV=1;sp|Q8BY87|UBP47_MOUSE Ubiquitin carboxyl-terminal hydrolase 47 OS=Mus musculus OX=10090 GN=Usp47 PE=1 SV=2,46699,48665,42725,33439,26628,53496
tr|A0A1L1SVG6|A0A1L1SVG6_MOUSE Choline transporter-like protein 2 OS=Mus musculus OX=10090 GN=Slc44a2 PE=1 SV=1;sp|Q8BY89|CTL2_MOUSE Choline transporter-like protein 2 OS=Mus musculus OX=10090 GN=Slc44a2 PE=1 SV=2,2023600,2197100,1976800,1482400,1003200,2230300
tr|A0A1N9M5I8|A0A1N9M5I8_MOUSE Brefeldin A-inhibited guanine nucleotide-exchange protein 3 OS=Mus musculus OX=10090 GN=Arfgef3 PE=1 SV=1;sp|Q3UGY8|BIG3_MOUSE Brefeldin A-inhibited guanine nucleotide-exchange protein 3 OS=Mus musculus OX=10090 GN=Arfgef3 PE,154970,127030,144450,133840,106190,199490
tr|E0CYB9|E0CYB9_MOUSE Mitochondrial fission factor OS=Mus musculus OX=10090 GN=Mff PE=1 SV=1;tr|A0A1S6GWF9|A0A1S6GWF9_MOUSE Uncharacterized protein OS=Mus musculus OX=10090 GN=Mff PE=2 SV=1;tr|A0A1S6GWG0|A0A1S6GWG0_MOUSE Uncharacterized protein OS=Mus mus,1119300,1384200,1064100,842730,658770,1113800
"tr|Q78IX0|Q78IX0_MOUSE Mrps9 protein OS=Mus musculus OX=10090 GN=Mrps9 PE=2 SV=1;tr|A0A1S6GWG5|A0A1S6GWG5_MOUSE Mitochondrial ribosomal protein S9, isoform CRA_b OS=Mus musculus OX=10090 GN=Mrps9 PE=2 SV=1;sp|Q9D7N3|RT09_MOUSE 28S ribosomal protein S9, mit",355370,324980,335990,406830,191880,462720
"tr|A0A1S6GWG6|A0A1S6GWG6_MOUSE Uncharacterized protein OS=Mus musculus OX=10090 GN=Atp6v1b2 PE=2 SV=1;sp|P62814|VATB2_MOUSE V-type proton ATPase subunit B, brain isoform OS=Mus musculus OX=10090 GN=Atp6v1b2 PE=1 SV=1",81274000,86710000,75268000,60199000,52439000,76354000
tr|Q8R1X2|Q8R1X2_MOUSE Dnaja4 protein OS=Mus musculus OX=10090 GN=Dnaja4 PE=2 SV=1;tr|A0A1S6GWG8|A0A1S6GWG8_MOUSE Uncharacterized protein OS=Mus musculus OX=10090 GN=Dnaja4 PE=2 SV=1;tr|A0A1S6GWG7|A0A1S6GWG7_MOUSE Uncharacterized protein OS=Mus musculus OX,218170,247960,224400,151080,130460,233610
tr|F6TFL1|F6TFL1_MOUSE Alpha-mannosidase 2C1 (Fragment) OS=Mus musculus OX=10090 GN=Man2c1 PE=1 SV=1;tr|Q3TBQ3|Q3TBQ3_MOUSE Alpha-mannosidase (Fragment) OS=Mus musculus OX=10090 GN=Man2c1 PE=2 SV=1;tr|E9PYM7|E9PYM7_MOUSE Alpha-mannosidase 2C1 (Fragment) OS,163720,161770,226790,128410,165440,208650
tr|Q8K1K2|Q8K1K2_MOUSE 26S proteasome regulatory subunit 8 OS=Mus musculus OX=10090 GN=Psmc5 PE=1 SV=1;tr|A0A1S6GWH1|A0A1S6GWH1_MOUSE Uncharacterized protein OS=Mus musculus OX=10090 GN=Psmc5 PE=2 SV=1;sp|P62196|PRS8_MOUSE 26S proteasome regulatory subunit,2681000,2704600,2592700,2359200,1840600,2880600
tr|A0A1S6GWH2|A0A1S6GWH2_MOUSE Uncharacterized protein OS=Mus musculus OX=10090 GN=Ddx39b PE=2 SV=1;sp|Q9Z1N5|DX39B_MOUSE Spliceosome RNA helicase Ddx39b OS=Mus musculus OX=10090 GN=Ddx39b PE=1 SV=1;tr|Q3TB18|Q3TB18_MOUSE Uncharacterized protein OS=Mus mus,7225700,8548200,7506600,4500300,3410300,7813500
