Fasta headers,Reporter intensity corrected 0,Reporter intensity corrected 1,Reporter intensity corrected 2,Reporter intensity corrected 3,Reporter intensity corrected 4,Reporter intensity corrected 5
tr|A9DA50|A9DA50_MOUSE Leucine-rich repeat and immunoglobulin-like domain-containing nogo receptor-interacting protein 1 OS=Mus musculus OX=10090 GN=Lingo1 PE=1 SV=1;sp|Q9D1T0|LIGO1_MOUSE Leucine-rich repeat and immunoglobulin-like domain-containing nogo r,3179900,2791000,2791500,3195400,5531200,3258500
tr|B0LAE4|B0LAE4_MOUSE ADP-ribosylation factor-like 6 interacting protein 1 (Fragment) OS=Mus musculus OX=10090 GN=Arl6ip1 PE=2 SV=1;tr|Q3UBA1|Q3UBA1_MOUSE Uncharacterized protein (Fragment) OS=Mus musculus OX=10090 GN=Arl6ip1 PE=2 SV=1;tr|Q3TQE3|Q3TQE3_MO,292800,225440,239160,119710,178810,200150
tr|Q5NCT1|Q5NCT1_MOUSE DNA topoisomerase (Fragment) OS=Mus musculus OX=10090 GN=Top3a PE=1 SV=1;tr|B0QZI1|B0QZI1_MOUSE DNA topoisomerase OS=Mus musculus OX=10090 GN=Top3a PE=1 SV=1;tr|Q5NCT0|Q5NCT0_MOUSE DNA topoisomerase OS=Mus musculus OX=10090 GN=Top3a ,504690,478410,563340,280960,447670,279680
tr|Q8CHR4|Q8CHR4_MOUSE Vesicle-associated membrane protein 2 OS=Mus musculus OX=10090 GN=Vamp2 PE=1 SV=2;tr|O35619|O35619_MOUSE Vesicle associated membrane protein 2 OS=Mus musculus OX=10090 GN=Vamp2 PE=2 SV=1;tr|B0QZN5|B0QZN5_MOUSE Vesicle-associated memb,9389800,8839100,5291400,4314600,8365500,6927700
tr|B0QZX9|B0QZX9_MOUSE Dephospho-CoA kinase domain-containing protein (Fragment) OS=Mus musculus OX=10090 GN=Dcakd PE=1 SV=1;sp|Q8BHC4|DCAKD_MOUSE Dephospho-CoA kinase domain-containing protein OS=Mus musculus OX=10090 GN=Dcakd PE=1 SV=1,262310,322430,200990,123080,183160,154990
tr|B0R091|B0R091_MOUSE Calcineurin B homologous protein 1 OS=Mus musculus OX=10090 GN=Chp1 PE=1 SV=1;sp|P61022|CHP1_MOUSE Calcineurin B homologous protein 1 OS=Mus musculus OX=10090 GN=Chp1 PE=1 SV=2,3721500,2851100,3429900,1264500,2116600,1989600
tr|B0R0C6|B0R0C6_MOUSE Myelin transcription factor 1 (Fragment) OS=Mus musculus OX=10090 GN=Myt1 PE=1 SV=1;tr|F7CGS5|F7CGS5_MOUSE Myelin transcription factor 1 (Fragment) OS=Mus musculus OX=10090 GN=Myt1 PE=1 SV=1;tr|Q3UXY0|Q3UXY0_MOUSE Uncharacterized pro,57244,86584,36234,38110,75379,53260
sp|B0V2N1|PTPRS_MOUSE Receptor-type tyrosine-protein phosphatase S OS=Mus musculus OX=10090 GN=Ptprs PE=1 SV=1;tr|Q3UNN3|Q3UNN3_MOUSE Uncharacterized protein (Fragment) OS=Mus musculus OX=10090 GN=Ptprs PE=2 SV=1,5293900,4485700,2974700,3637600,5722300,4442200
tr|B0V2P5|B0V2P5_MOUSE DmX-like protein 2 OS=Mus musculus OX=10090 GN=Dmxl2 PE=1 SV=1;sp|Q8BPN8|DMXL2_MOUSE DmX-like protein 2 OS=Mus musculus OX=10090 GN=Dmxl2 PE=1 SV=3;tr|F6RYL8|F6RYL8_MOUSE DmX-like protein 2 (Fragment) OS=Mus musculus OX=10090 GN=Dmxl,24998000,19182000,21726000,15033000,20417000,19242000
tr|B1AQG7|B1AQG7_MOUSE Zinc finger protein 207 (Fragment) OS=Mus musculus OX=10090 GN=Zfp207 PE=1 SV=1;tr|Q8CCB2|Q8CCB2_MOUSE Zinc finger protein 207 OS=Mus musculus OX=10090 GN=Zfp207 PE=1 SV=1;sp|Q9JMD0|ZN207_MOUSE BUB3-interacting and GLEBS motif-contai,136260,207050,78635,93264,145160,129910
tr|Q547J4|Q547J4_MOUSE Microtubule-associated protein OS=Mus musculus OX=10090 GN=Mapt PE=2 SV=1;tr|B1AQW2|B1AQW2_MOUSE Microtubule-associated protein OS=Mus musculus OX=10090 GN=Mapt PE=1 SV=1;tr|Q3UH19|Q3UH19_MOUSE Microtubule-associated protein OS=Mus m,27854000,15758000,24920000,13466000,23699000,18490000
tr|B1AQX9|B1AQX9_MOUSE SRC kinase-signaling inhibitor 1 OS=Mus musculus OX=10090 GN=Srcin1 PE=1 SV=1;tr|B1AQX6|B1AQX6_MOUSE SRC kinase-signaling inhibitor 1 OS=Mus musculus OX=10090 GN=Srcin1 PE=1 SV=1;tr|B1AQX7|B1AQX7_MOUSE SRC kinase-signaling inhibitor ,37995000,30587000,40383000,30366000,52445000,30568000
tr|D6RDB5|D6RDB5_MOUSE Rho GTPase-activating protein 23 OS=Mus musculus OX=10090 GN=Arhgap23 PE=1 SV=1;tr|F8VQ11|F8VQ11_MOUSE Rho GTPase-activating protein 23 OS=Mus musculus OX=10090 GN=Arhgap23 PE=1 SV=1;tr|B1AQY2|B1AQY2_MOUSE Rho GTPase-activating prote,117640,89290,115240,72982,80743,62885
tr|B7ZC46|B7ZC46_MOUSE Septin-8 OS=Mus musculus OX=10090 GN=Sept8 PE=1 SV=1;tr|B1AQY9|B1AQY9_MOUSE Septin-8 OS=Mus musculus OX=10090 GN=Sept8 PE=1 SV=1;tr|B1AQZ0|B1AQZ0_MOUSE Septin-8 OS=Mus musculus OX=10090 GN=Sept8 PE=1 SV=1;sp|Q8CHH9|SEPT8_MOUSE Septin,9172000,5436700,7175600,4814400,8212600,5439100
tr|Q3TET1|Q3TET1_MOUSE Kinesin-like protein OS=Mus musculus OX=10090 GN=Kif3a PE=1 SV=1;tr|Q3UI47|Q3UI47_MOUSE Kinesin-like protein OS=Mus musculus OX=10090 GN=Kif3a PE=1 SV=1;tr|B1AQZ2|B1AQZ2_MOUSE Kinesin-like protein OS=Mus musculus OX=10090 GN=Kif3a PE,1072200,1055400,959530,642170,961470,754940
"tr|Z4YKM2|Z4YKM2_MOUSE CDGSH iron-sulfur domain-containing protein 3, mitochondrial OS=Mus musculus OX=10090 GN=Cisd3 PE=1 SV=1;tr|B2RWE3|B2RWE3_MOUSE CDGSH iron sulfur domain 3 OS=Mus musculus OX=10090 GN=Cisd3 PE=1 SV=1;tr|B3DFI8|B3DFI8_MOUSE Cisd3 prote",547440,271550,685150,162980,388650,227630
tr|Q8K0T3|Q8K0T3_MOUSE Chd3 protein OS=Mus musculus OX=10090 GN=Chd3 PE=2 SV=1;tr|F7C528|F7C528_MOUSE Chromodomain helicase DNA-binding protein 3 (Fragment) OS=Mus musculus OX=10090 GN=Chd3 PE=1 SV=1;tr|E9Q614|E9Q614_MOUSE Chromodomain helicase DNA-binding,6480600,5226300,6070900,4012900,8482200,5317600
"tr|B1AR28|B1AR28_MOUSE Very long-chain-specific acyl-CoA dehydrogenase, mitochondrial OS=Mus musculus OX=10090 GN=Acadvl PE=1 SV=1;sp|P50544|ACADV_MOUSE Very long-chain specific acyl-CoA dehydrogenase, mitochondrial OS=Mus musculus OX=10090 GN=Acadvl PE=1 ",2226900,2501300,1958100,942110,1628600,1510900
"tr|B1ARA3|B1ARA3_MOUSE 60S ribosomal protein L26 (Fragment) OS=Mus musculus OX=10090 GN=Rpl26 PE=1 SV=1;tr|B1ARA5|B1ARA5_MOUSE 60S ribosomal protein L26 OS=Mus musculus OX=10090 GN=Rpl26 PE=1 SV=1;tr|Q4FZH2|Q4FZH2_MOUSE MCG50660, isoform CRA_a OS=Mus muscu",6085100,6548300,4780200,3898400,7056500,4451200
tr|B1AS03|B1AS03_MOUSE Protein LZIC (Fragment) OS=Mus musculus OX=10090 GN=Lzic PE=1 SV=1;tr|B1AS04|B1AS04_MOUSE Protein LZIC (Fragment) OS=Mus musculus OX=10090 GN=Lzic PE=1 SV=1;sp|Q8K3C3|LZIC_MOUSE Protein LZIC OS=Mus musculus OX=10090 GN=Lzic PE=1 SV=1,43980,97085,80291,32826,56682,63988
tr|B1AS06|B1AS06_MOUSE Disks large-associated protein 3 OS=Mus musculus OX=10090 GN=Dlgap3 PE=1 SV=1;tr|Q3TY61|Q3TY61_MOUSE Uncharacterized protein OS=Mus musculus OX=10090 GN=Dlgap3 PE=1 SV=1;sp|Q6PFD5|DLGP3_MOUSE Disks large-associated protein 3 OS=Mus m,1473500,1087200,1615900,2019800,3515200,1916400
tr|B1AS34|B1AS34_MOUSE Single-stranded DNA-binding protein 3 (Fragment) OS=Mus musculus OX=10090 GN=Ssbp3 PE=1 SV=8;tr|B1AS37|B1AS37_MOUSE Single-stranded DNA-binding protein 3 OS=Mus musculus OX=10090 GN=Ssbp3 PE=1 SV=1;sp|Q9D032|SSBP3_MOUSE Single-strand,219640,226510,122640,122080,161470,128380
tr|Q3TEN9|Q3TEN9_MOUSE Uncharacterized protein OS=Mus musculus OX=10090 GN=Gk PE=2 SV=1;tr|Q3TET2|Q3TET2_MOUSE Uncharacterized protein OS=Mus musculus OX=10090 GN=Gk PE=2 SV=1;tr|B1ASZ3|B1ASZ3_MOUSE Glycerol kinase OS=Mus musculus OX=10090 GN=Gk PE=1 SV=1;,855260,673590,765900,508310,693770,648300
tr|B1AT84|B1AT84_MOUSE Phosphoribosyl pyrophosphate synthase-associated protein 1 (Fragment) OS=Mus musculus OX=10090 GN=Prpsap1 PE=1 SV=1;tr|Q8BK29|Q8BK29_MOUSE Uncharacterized protein OS=Mus musculus OX=10090 GN=Prpsap1 PE=2 SV=1;tr|B1AT82|B1AT82_MOUSE M,1855100,1344400,1231100,773180,673600,1053800
tr|Q3U8N2|Q3U8N2_MOUSE Uncharacterized protein (Fragment) OS=Mus musculus OX=10090 GN=Gas7 PE=2 SV=1;tr|B1ATI9|B1ATI9_MOUSE Growth arrest-specific protein 7 OS=Mus musculus OX=10090 GN=Gas7 PE=1 SV=1;tr|Q3U432|Q3U432_MOUSE Growth arrest-specific protein 7 ,2386100,2691700,1807300,2226200,4123200,2673100
tr|B1ATR2|B1ATR2_MOUSE Testis-expressed protein 2 OS=Mus musculus OX=10090 GN=Tex2 PE=1 SV=1;sp|Q6ZPJ0|TEX2_MOUSE Testis-expressed protein 2 OS=Mus musculus OX=10090 GN=Tex2 PE=1 SV=2,238560,224300,200380,134250,215280,147250
tr|B1ATZ0|B1ATZ0_MOUSE Hepatocyte growth factor-regulated tyrosine kinase substrate OS=Mus musculus OX=10090 GN=Hgs PE=1 SV=1;tr|B1ATZ1|B1ATZ1_MOUSE Hepatocyte growth factor-regulated tyrosine kinase substrate OS=Mus musculus OX=10090 GN=Hgs PE=1 SV=1;tr|Q,2552300,2505100,2392500,1399600,2637400,1662800
"tr|B1AU25|B1AU25_MOUSE Apoptosis-inducing factor 1, mitochondrial OS=Mus musculus OX=10090 GN=Aifm1 PE=1 SV=1;sp|Q9Z0X1|AIFM1_MOUSE Apoptosis-inducing factor 1, mitochondrial OS=Mus musculus OX=10090 GN=Aifm1 PE=1 SV=1;tr|Q1L6K5|Q1L6K5_MOUSE Apoptosis-indu",4886400,4522900,4966200,2708900,4118500,3792600
tr|B1AUB6|B1AUB6_MOUSE Nuclear factor 1 (Fragment) OS=Mus musculus OX=10090 GN=Nfia PE=1 SV=1;tr|Q3TYK3|Q3TYK3_MOUSE Nuclear factor 1 OS=Mus musculus OX=10090 GN=Nfix PE=1 SV=1;tr|E9PUH7|E9PUH7_MOUSE Nuclear factor 1 OS=Mus musculus OX=10090 GN=Nfix PE=1 S,0,0,3539.5,0,0,0
tr|B1AUD3|B1AUD3_MOUSE Calcium/calmodulin-dependent protein kinase kinase 1 (Fragment) OS=Mus musculus OX=10090 GN=Camkk1 PE=1 SV=1;sp|Q8VBY2|KKCC1_MOUSE Calcium/calmodulin-dependent protein kinase kinase 1 OS=Mus musculus OX=10090 GN=Camkk1 PE=1 SV=1,45101,38079,41577,47952,68800,52023
tr|Q3USQ6|Q3USQ6_MOUSE Uncharacterized protein (Fragment) OS=Mus musculus OX=10090 GN=Hcfc1 PE=2 SV=1;tr|B1AUX2|B1AUX2_MOUSE Host cell factor 1 OS=Mus musculus OX=10090 GN=Hcfc1 PE=1 SV=1;sp|Q61191|HCFC1_MOUSE Host cell factor 1 OS=Mus musculus OX=10090 GN,13205,13716,16939,9581.3,22531,13172
tr|B1AV75|B1AV75_MOUSE RIKEN cDNA 2610301B20 gene OS=Mus musculus OX=10090 GN=2610301B20Rik PE=1 SV=1;sp|Q3UJP5|CH037_MOUSE Protein C8orf37 homolog OS=Mus musculus OX=10090 PE=1 SV=1,448360,321070,272060,161770,269180,212820
tr|B1AW58|B1AW58_MOUSE Calcium/calmodulin-dependent protein kinase ID OS=Mus musculus OX=10090 GN=Camk1d PE=2 SV=1;sp|Q8BW96|KCC1D_MOUSE Calcium/calmodulin-dependent protein kinase type 1D OS=Mus musculus OX=10090 GN=Camk1d PE=1 SV=2;tr|Q3TDM2|Q3TDM2_MOUSE,5772100,2179900,4946300,3237700,4079900,4221900
"tr|G3UZ46|G3UZ46_MOUSE Phosphodiesterase 4B, cAMP-specific OS=Mus musculus OX=10090 GN=Pde4b PE=1 SV=1;tr|Q80VK8|Q80VK8_MOUSE Pde4b protein OS=Mus musculus OX=10090 GN=Pde4b PE=1 SV=1;tr|B1AWC8|B1AWC8_MOUSE Phosphodiesterase OS=Mus musculus OX=10090 GN=Pde",378360,236970,391160,250030,495440,377390
tr|B1AWE0|B1AWE0_MOUSE Clathrin light chain OS=Mus musculus OX=10090 GN=Clta PE=1 SV=1;tr|Q6PFA2|Q6PFA2_MOUSE Clathrin light chain OS=Mus musculus OX=10090 GN=Clta PE=1 SV=1;tr|B1AWE1|B1AWE1_MOUSE Clathrin light chain OS=Mus musculus OX=10090 GN=Clta PE=1 ,13602000,12156000,10488000,7894200,18641000,12241000
"tr|B1AWT2|B1AWT2_MOUSE Ras-related GTP binding D, isoform CRA_a OS=Mus musculus OX=10090 GN=Rragd PE=1 SV=1;tr|B1AWT3|B1AWT3_MOUSE Ras-related GTP-binding protein D OS=Mus musculus OX=10090 GN=Rragd PE=1 SV=1;sp|Q99K70|RRAGC_MOUSE Ras-related GTP-binding p",312800,347850,288910,226360,277770,295600
tr|J7K287|J7K287_MOUSE Anion exchange protein OS=Mus musculus OX=10090 GN=Slc4a10 PE=2 SV=1;tr|G3F8Y7|G3F8Y7_MOUSE Anion exchange protein OS=Mus musculus OX=10090 GN=Slc4a10 PE=2 SV=1;tr|Q8C943|Q8C943_MOUSE Anion exchange protein (Fragment) OS=Mus musculus,4260800,6141800,3736700,2886900,2520100,2812700
tr|B1AX95|B1AX95_MOUSE Transformation-related protein 63-regulated-like OS=Mus musculus OX=10090 GN=Tprgl PE=1 SV=1;sp|Q9DBS2|TPRGL_MOUSE Tumor protein p63-regulated gene 1-like protein OS=Mus musculus OX=10090 GN=Tprg1l PE=1 SV=1,3757700,2221300,2555100,1436400,1878600,2275600
tr|B1AX98|B1AX98_MOUSE Leucine rich repeat containing 47 OS=Mus musculus OX=10090 GN=Lrrc47 PE=1 SV=1;sp|Q505F5|LRC47_MOUSE Leucine-rich repeat-containing protein 47 OS=Mus musculus OX=10090 GN=Lrrc47 PE=1 SV=1;tr|E9PV22|E9PV22_MOUSE Leucine-rich repeat-co,5872100,5981800,4253500,3257200,6209200,3872000
tr|Q3TFT3|Q3TFT3_MOUSE Coiled-coil-helix-coiled-coil-helix domain-containing protein 7 OS=Mus musculus OX=10090 GN=Chchd7 PE=1 SV=1;tr|B1AXC7|B1AXC7_MOUSE Coiled-coil-helix-coiled-coil-helix domain-containing protein 7 (Fragment) OS=Mus musculus OX=10090 G,206680,168210,151130,118150,184200,152740
tr|B1AXI9|B1AXI9_MOUSE 5-azacytidine induced gene 1 OS=Mus musculus OX=10090 GN=Cep131 PE=1 SV=1;tr|J3QMP9|J3QMP9_MOUSE Centrosomal protein of 131 kDa OS=Mus musculus OX=10090 GN=Cep131 PE=1 SV=1;sp|Q62036|CP131_MOUSE Centrosomal protein of 131 kDa OS=Mus ,25812,40154,48272,16778,15269,14858
tr|B1AXW5|B1AXW5_MOUSE Peroxiredoxin-1 (Fragment) OS=Mus musculus OX=10090 GN=Prdx1 PE=1 SV=8;tr|B1AXW6|B1AXW6_MOUSE Peroxiredoxin-1 (Fragment) OS=Mus musculus OX=10090 GN=Prdx1 PE=1 SV=1;tr|Q3U9J9|Q3U9J9_MOUSE Uncharacterized protein OS=Mus musculus OX=10,36393000,35776000,36692000,15565000,28564000,21448000
tr|B1AXZ0|B1AXZ0_MOUSE ELAV-like protein OS=Mus musculus OX=10090 GN=Elavl2 PE=1 SV=1;tr|Q91XI8|Q91XI8_MOUSE ELAV-like protein OS=Mus musculus OX=10090 GN=Elavl2 PE=2 SV=1;tr|Q80UJ0|Q80UJ0_MOUSE ELAV-like protein OS=Mus musculus OX=10090 GN=Elavl2 PE=1 SV=,84480,57398,85879,25628,71148,40334
tr|B1AZ39|B1AZ39_MOUSE Chromatin modifying protein 6 OS=Mus musculus OX=10090 GN=Chmp6 PE=1 SV=1;sp|P0C0A3|CHMP6_MOUSE Charged multivesicular body protein 6 OS=Mus musculus OX=10090 GN=Chmp6 PE=1 SV=2;tr|B1AZ42|B1AZ42_MOUSE Charged multivesicular body prot,2041900,1768300,1835100,1244800,2119000,1475800
tr|B1AZ46|B1AZ46_MOUSE Brain-specific angiogenesis inhibitor 1-associated protein 2 OS=Mus musculus OX=10090 GN=Baiap2 PE=1 SV=1;tr|Q3UKP6|Q3UKP6_MOUSE Uncharacterized protein OS=Mus musculus OX=10090 GN=Baiap2 PE=2 SV=1;sp|Q8BKX1|BAIP2_MOUSE Brain-specifi,7562800,5461000,5335600,7821900,10923000,9861600
tr|D3YWD3|D3YWD3_MOUSE Transmembrane protein 245 OS=Mus musculus OX=10090 GN=Tmem245 PE=1 SV=1;sp|B1AZA5|TM245_MOUSE Transmembrane protein 245 OS=Mus musculus OX=10090 GN=Tmem245 PE=1 SV=1;tr|Q8C3N3|Q8C3N3_MOUSE Uncharacterized protein OS=Mus musculus OX=1,250060,250040,213740,149330,298500,177560
tr|B1AZS9|B1AZS9_MOUSE Peroxiredoxin-4 (Fragment) OS=Mus musculus OX=10090 GN=Prdx4 PE=1 SV=1;sp|O08807|PRDX4_MOUSE Peroxiredoxin-4 OS=Mus musculus OX=10090 GN=Prdx4 PE=1 SV=1,28846000,26601000,27189000,11836000,21064000,16346000
tr|B1B0B8|B1B0B8_MOUSE Putative tyrosine-protein phosphatase auxilin (Fragment) OS=Mus musculus OX=10090 GN=Dnajc6 PE=1 SV=1;tr|B1B0B7|B1B0B7_MOUSE Putative tyrosine-protein phosphatase auxilin (Fragment) OS=Mus musculus OX=10090 GN=Dnajc6 PE=1 SV=1,661200,649870,687970,444410,885380,539800
"tr|B1B1A8|B1B1A8_MOUSE Myosin light chain kinase, smooth muscle OS=Mus musculus OX=10090 GN=Mylk PE=1 SV=1;sp|Q6PDN3|MYLK_MOUSE Myosin light chain kinase, smooth muscle OS=Mus musculus OX=10090 GN=Mylk PE=1 SV=3",1803900,1525200,1633300,1042200,1490400,1287300
tr|B1GX80|B1GX80_MOUSE Non-specific serine/threonine protein kinase OS=Mus musculus OX=10090 GN=Pak3 PE=2 SV=1;tr|B1GX81|B1GX81_MOUSE PAK3cb protein OS=Mus musculus OX=10090 GN=Pak3 PE=2 SV=1;sp|Q61036|PAK3_MOUSE Serine/threonine-protein kinase PAK 3 OS=Mu,5195100,3095100,3137800,1388200,2401100,2216200
tr|E9QMC2|E9QMC2_MOUSE Metabotropic glutamate receptor 5 OS=Mus musculus OX=10090 GN=Grm5 PE=1 SV=1;tr|B2BH30|B2BH30_MOUSE Metabotropic glutamate receptor subtype 5b OS=Mus musculus OX=10090 GN=Grm5 PE=1 SV=1;sp|Q3UVX5|GRM5_MOUSE Metabotropic glutamate rec,7368900,4602900,4224100,5157900,8153900,6268000
tr|B2CY77|B2CY77_MOUSE Laminin receptor (Fragment) OS=Mus musculus OX=10090 GN=Rpsa PE=2 SV=1;sp|P14206|RSSA_MOUSE 40S ribosomal protein SA OS=Mus musculus OX=10090 GN=Rpsa PE=1 SV=4;tr|A0A1L1SRW0|A0A1L1SRW0_MOUSE 40S ribosomal protein SA (Fragment) OS=Mus,12899000,13719000,10761000,6858300,12973000,8973700
"tr|B2FDG7|B2FDG7_MOUSE 28S ribosomal protein S5, mitochondrial (Fragment) OS=Mus musculus OX=10090 GN=Mrps5 PE=1 SV=1;tr|Q3U2U4|Q3U2U4_MOUSE Uncharacterized protein OS=Mus musculus OX=10090 GN=Mrps5 PE=2 SV=1;sp|Q99N87|RT05_MOUSE 28S ribosomal protein S5, ",816290,1022300,852040,655280,1232600,812650
tr|B2KGP3|B2KGP3_MOUSE Protein phosphatase 1E (PP2C domain containing) OS=Mus musculus OX=10090 GN=Ppm1e PE=1 SV=1;sp|Q80TL0|PPM1E_MOUSE Protein phosphatase 1E OS=Mus musculus OX=10090 GN=Ppm1e PE=1 SV=2,3504700,4691400,3696400,1315100,3607500,2285500
tr|Q4W4C9|Q4W4C9_MOUSE Neural visinin-like type 1 protein OS=Mus musculus OX=10090 GN=Vsnl1 PE=1 SV=1;tr|Q3TVC0|Q3TVC0_MOUSE Uncharacterized protein OS=Mus musculus OX=10090 GN=Vsnl1 PE=2 SV=1;tr|B2L107|B2L107_MOUSE Visinin-like protein 1 OS=Mus musculus O,57652000,29968000,46474000,21083000,21264000,27732000
tr|Q3TDM8|Q3TDM8_MOUSE Secretory carrier-associated membrane protein OS=Mus musculus OX=10090 GN=Scamp3 PE=2 SV=1;tr|E9Q855|E9Q855_MOUSE Secretory carrier-associated membrane protein OS=Mus musculus OX=10090 GN=Scamp3 PE=1 SV=1;tr|Q3UK26|Q3UK26_MOUSE Secre,2935000,2105900,2157000,1346800,2256800,1976200
tr|B2M1R6|B2M1R6_MOUSE Heterogeneous nuclear ribonucleoprotein K OS=Mus musculus OX=10090 GN=Hnrnpk PE=1 SV=1;tr|Q3U9Q3|Q3U9Q3_MOUSE Uncharacterized protein OS=Mus musculus OX=10090 GN=Hnrnpk PE=2 SV=1;tr|Q3U6X2|Q3U6X2_MOUSE Uncharacterized protein OS=Mus ,20359000,28168000,16876000,13773000,25012000,20552000
tr|Q3UWP8|Q3UWP8_MOUSE Uncharacterized protein (Fragment) OS=Mus musculus OX=10090 GN=Calr PE=2 SV=1;tr|B2MWM9|B2MWM9_MOUSE Calreticulin OS=Mus musculus OX=10090 GN=Calr PE=1 SV=1;sp|P14211|CALR_MOUSE Calreticulin OS=Mus musculus OX=10090 GN=Calr PE=1 SV=1,35422000,33110000,29742000,19560000,31334000,24897000
"tr|B2RPS1|B2RPS1_MOUSE RAB5B, member RAS oncogene family OS=Mus musculus OX=10090 GN=Rab5b PE=1 SV=1;tr|Q0PD56|Q0PD56_MOUSE Rab5B OS=Mus musculus OX=10090 GN=Rab5b PE=2 SV=1;sp|P61021|RAB5B_MOUSE Ras-related protein Rab-5B OS=Mus musculus OX=10090 GN=Rab5b",4582700,3549800,3949500,2621000,3399000,3084700
"tr|D3Z5B1|D3Z5B1_MOUSE Zinc finger, BED type-containing 5 (Fragment) OS=Mus musculus OX=10090 GN=Zbed5 PE=4 SV=8;tr|Q8CEW7|Q8CEW7_MOUSE Uncharacterized protein OS=Mus musculus OX=10090 GN=Zbed5 PE=2 SV=1;tr|B2RPU8|B2RPU8_MOUSE MCG130675 OS=Mus musculus OX=",691530,946230,948470,634280,968570,892770
"tr|B2RPW2|B2RPW2_MOUSE Smith-Magenis syndrome chromosome region, candidate 7-like (Human) OS=Mus musculus OX=10090 GN=Mief1 PE=1 SV=1;sp|Q8BGV8|MID51_MOUSE Mitochondrial dynamics protein MID51 OS=Mus musculus OX=10090 GN=Mief1 PE=1 SV=1",466550,344440,419260,277240,419030,332040
tr|Q61055|Q61055_MOUSE Protein tyrosine kinase (Fragment) OS=Mus musculus OX=10090 GN=Abl2 PE=2 SV=1;tr|B7ZMZ2|B7ZMZ2_MOUSE Tyrosine-protein kinase OS=Mus musculus OX=10090 GN=Abl2 PE=2 SV=1;tr|B2RQ57|B2RQ57_MOUSE Tyrosine-protein kinase OS=Mus musculus OX,48483,45409,36693,29451,46088,40694
tr|B7ZMZ7|B7ZMZ7_MOUSE Dip2c protein OS=Mus musculus OX=10090 GN=Dip2c PE=1 SV=1;tr|B2RQ71|B2RQ71_MOUSE Dip2c protein OS=Mus musculus OX=10090 GN=Dip2c PE=1 SV=1;tr|E9PWR4|E9PWR4_MOUSE Disco-interacting protein 2 homolog C OS=Mus musculus OX=10090 GN=Dip2c,129420,149250,103420,56507,140280,92724
tr|E0CXD6|E0CXD6_MOUSE Traf2 and NCK-interacting protein kinase OS=Mus musculus OX=10090 GN=Tnik PE=1 SV=1;tr|E0CY98|E0CY98_MOUSE Traf2 and NCK-interacting protein kinase OS=Mus musculus OX=10090 GN=Tnik PE=1 SV=1;tr|B9EKN8|B9EKN8_MOUSE TRAF2 and NCK inter,6084800,6583000,4902300,4801700,8382600,5421200
"tr|B2RQD1|B2RQD1_MOUSE Cat eye syndrome chromosome region, candidate 6 homolog (Human) OS=Mus musculus OX=10090 GN=Tmem121b PE=1 SV=1;sp|Q99MX7|T121B_MOUSE Transmembrane protein 121B OS=Mus musculus OX=10090 GN=Tmem121b PE=1 SV=1",805970,1087800,720730,1336300,2493800,1045500
tr|B2RQE5|B2RQE5_MOUSE Syntaxin binding protein 5-like OS=Mus musculus OX=10090 GN=Stxbp5l PE=2 SV=1;tr|B7ZN50|B7ZN50_MOUSE Stxbp5l protein OS=Mus musculus OX=10090 GN=Stxbp5l PE=2 SV=1,1230700,1050600,1402300,582020,1166700,664340
tr|B2RQQ7|B2RQQ7_MOUSE CDC42 binding protein kinase beta OS=Mus musculus OX=10090 GN=Cdc42bpb PE=2 SV=1;sp|Q7TT50|MRCKB_MOUSE Serine/threonine-protein kinase MRCK beta OS=Mus musculus OX=10090 GN=Cdc42bpb PE=1 SV=2,1143600,1121700,736330,722040,1378500,959840
tr|D3YUX2|D3YUX2_MOUSE Multiple PDZ domain protein OS=Mus musculus OX=10090 GN=Mpdz PE=1 SV=1;tr|B2RQR2|B2RQR2_MOUSE Mpdz protein OS=Mus musculus OX=10090 GN=Mpdz PE=1 SV=1;sp|Q8VBX6|MPDZ_MOUSE Multiple PDZ domain protein OS=Mus musculus OX=10090 GN=Mpdz P,197110,150940,181190,76586,151460,119050
tr|Q3TDT4|Q3TDT4_MOUSE Uncharacterized protein (Fragment) OS=Mus musculus OX=10090 GN=Sgsm1 PE=2 SV=1;tr|B2RQR5|B2RQR5_MOUSE Small G protein signaling modulator 1 OS=Mus musculus OX=10090 GN=Sgsm1 PE=1 SV=1;sp|Q8BPQ7|SGSM1_MOUSE Small G protein signaling m,1896100,1279200,897040,434970,604390,702540
tr|B2RQS1|B2RQS1_MOUSE Striatin-3 OS=Mus musculus OX=10090 GN=Strn3 PE=1 SV=1;sp|Q9ERG2|STRN3_MOUSE Striatin-3 OS=Mus musculus OX=10090 GN=Strn3 PE=1 SV=1;tr|Q3TNV4|Q3TNV4_MOUSE Uncharacterized protein (Fragment) OS=Mus musculus OX=10090 GN=Strn3 PE=2 SV=1,1147100,1091600,892410,525570,901850,803520
tr|Q8C1S8|Q8C1S8_MOUSE Uncharacterized protein OS=Mus musculus OX=10090 GN=Nhlrc2 PE=2 SV=1;tr|B2RR26|B2RR26_MOUSE NHL repeat containing 2 OS=Mus musculus OX=10090 GN=Nhlrc2 PE=1 SV=1;tr|Q9CW64|Q9CW64_MOUSE Uncharacterized protein (Fragment) OS=Mus musculu,192550,183420,219610,104060,178750,145270
